datetime,Symbol,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,RSI,BB_upper,BB_lower,ADX,ATR,Higher_High,Higher_Low,Lower_Low,Lower_High,Break_Prev_Higher_Low,Count_Higher_Low_Breaches,Break_Prev_Lower_High,Count_Lower_High_Breaches,Prev_Higher_Low,Golden_Cross,Death_Cross,Double_Bottom,Doji,Hammer,Pin_bar,Shooting_Star,Bullish_Engulfing,Morning_Star,MACD_final_signal,Evening_Star,Is_Gap_Up,Is_Gap_Down,Is_Gap,Gap_Zone_Low,Gap_Zone_High,Explosive_Gap_Buy,Scores,Signal,Extend_period,Break_Buy_Score,Break_Buy_Confirmations,Break_Buy_Leading_Confirm
2022-07-18 14:45:00,NSE:ETERNAL,54.700001,55.099998,52.700001,53.650002,177504188.0,,,53.650002,53.650002,0.0,0.0,,,,0.0,,1,0,0,0,,0,,0,,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-07-25 14:45:00,NSE:ETERNAL,52.5,52.5,40.599998,46.799999,1501083563.0,,,49.93958370833333,50.09326967307692,-0.15368596474358753,-0.08538109152421529,,,,0.0,,0,1,1,0,,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,1,52.5,52.700001,0,0.0,0,0,0,,
2022-08-01 14:45:00,NSE:ETERNAL,46.799999,59.150002,45.049999,54.599998,1999734563.0,,,51.75854448267898,51.71249340413997,0.04605107853900847,-0.03151544805568096,,,,0.0,,0,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.5,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-08-08 14:45:00,NSE:ETERNAL,54.700001,63.099998,54.200001,61.75,861036682.0,,,54.912456518821834,54.518541613524036,0.39391490529779816,0.11260052530254366,,,,0.0,,0,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-08-16 14:45:00,NSE:ETERNAL,62.650002,69.25,60.150002,61.450001,1108058108.0,,,56.688683989326584,56.12597563473774,0.5627083545888425,0.2464974283505859,,,,0.0,,1,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-08-22 14:45:00,NSE:ETERNAL,61.0,65.25,59.25,61.849998,730835246.0,,,57.943154829641315,57.27245166133515,0.6707031683061686,0.36148076926143646,,,,0.0,,0,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-08-29 14:45:00,NSE:ETERNAL,59.700001,63.400002,57.299999,59.75,590971911.0,,,58.346346007737985,57.71307079009656,0.633275217641426,0.43026469333032646,,,,0.0,,0,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-09-05 14:45:00,NSE:ETERNAL,60.450001,63.650002,59.200001,62.799999,482368893.0,,,59.275754742596774,58.532700970276316,0.743053772320458,0.5054337910115893,,,,0.0,,0,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-09-12 14:45:00,NSE:ETERNAL,63.0,66.599998,61.099998,63.200001,667624759.0,,,60.05211032790651,59.22449729562503,0.8276130322814836,0.5798587940843929,,,,0.0,,0,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0.0,0,0,0,,
2022-09-19 14:45:00,NSE:ETERNAL,64.199997,65.699997,60.400002,60.799999,298936758.0,,,60.19383494060548,59.44190119696241,0.7519337436430646,0.6184135717226488,,,,0.0,,0,0,0,0,0.0,0,,0,40.599998,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-2.3,0,0,0,,,0,0.0,0,0,0,,
