datetime,Symbol,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,RSI,BB_upper,BB_lower,ADX,ATR,Higher_High,Higher_Low,Lower_Low,Lower_High,Break_Prev_Higher_Low,Count_Higher_Low_Breaches,Break_Prev_Lower_High,Count_Lower_High_Breaches,Prev_Higher_Low,Golden_Cross,Death_Cross,Double_Bottom,Doji,Hammer,Pin_bar,Shooting_Star,Bullish_Engulfing,Morning_Star,MACD_final_signal,Evening_Star,Is_Gap_Up,Is_Gap_Down,Is_Gap,Gap_Zone_Low,Gap_Zone_High,Explosive_Gap_Buy,Scores,Signal,Extend_period,Break_Buy_Score,Break_Buy_Confirmations,Break_Buy_Leading_Confirm
2024-09-09 14:45:00,NSE:SUZLON,75.28,86.04,72.82,83.11,622186949.0,59.47749974999999,47.6559998,69.79556454033934,59.65210972986422,10.14345481047512,8.116036349305238,80.14531290784385,88.32905902197393,30.625940478026052,0.0,6.429285071428572,0,0,0,0,0.0,0,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-09-16 14:45:00,NSE:SUZLON,83.88,85.85,78.0,83.45,301402569.0,61.58249985,48.7429998,71.89624693000987,61.41518929156402,10.481057638445847,8.589040607137598,80.31334353270712,91.0029123274658,32.1620873725342,0.0,6.692142285714285,0,0,0,0,0.0,0,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-09-23 14:45:00,NSE:SUZLON,84.19,84.99,80.5,81.09,164214343.0,63.641999750000004,49.82879982,73.31067048565495,62.87279156232634,10.437878923328611,8.95880827037845,75.53485477478813,92.43159668858755,34.85240281141246,0.0,6.705713785714286,1,0,0,0,0.0,0,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-09-30 14:45:00,NSE:SUZLON,80.8,81.58,72.22,74.67,227611575.0,65.25049974999999,50.672199819999996,73.51979810404916,63.746774824492356,9.773023279556803,9.121651272215054,64.32301322842721,92.62656085433775,37.87443864566223,0.0,7.074285142857143,0,0,0,0,1.0,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-10-07 14:45:00,NSE:SUZLON,75.64,80.6,66.1,74.39,452655314.0,66.6724997,51.51799986,73.65367531924562,64.53525874991729,9.118416569328332,9.121004331637707,63.87767870239557,92.751170005181,40.593829394819004,0.0,7.819999285714284,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-10-14 14:45:00,NSE:SUZLON,74.65,75.65,71.1,72.19,182767696.0,67.8994996,52.276799860000004,73.42849450028133,65.10234113266543,8.326153367615902,8.962034138832763,60.34264422149509,92.47564455456524,43.32335464543477,0.0,7.977142285714286,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-10-21 14:45:00,NSE:SUZLON,72.49,72.77,66.0,67.47,234484550.0,68.7779995,52.85819985999999,72.51180303656804,65.2777417468271,7.234061289740936,8.616439569013384,53.50169913128204,91.85546672169555,45.700532278304465,0.0,8.30499942857143,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-10-28 14:45:00,NSE:SUZLON,68.0,73.5,66.14,68.14,320972179.0,69.7109995,53.37499988,71.83921795269578,65.48978155746389,6.349436395231891,8.16303893425602,54.29380695628188,90.93804070572355,48.483958294276455,0.0,8.098570857142857,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-11-04 14:45:00,NSE:SUZLON,68.19,69.85,61.84,62.5,286465930.0,70.18349955,53.812999919999996,70.40241518835056,65.26829625504571,5.134118933304848,7.557254934064647,47.030769406242925,90.23729048886216,50.12970861113782,0.0,7.993570571428571,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-11-11 14:45:00,NSE:SUZLON,61.5,63.14,53.45,56.73,447138102.0,70.3769995,54.159599879999995,68.29896669487196,64.6357769755357,3.663189719336259,6.778441891117798,40.98957510500948,89.79147172460634,50.962527275393654,0.0,7.902856285714286,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-11-18 14:45:00,NSE:SUZLON,59.45,68.33,56.8,65.22,455511855.0,70.8634994,54.688999880000004,67.82527951048088,64.67905610598811,3.1462234044927726,6.05199819379192,50.969429923887084,89.16286109196848,52.56413770803151,0.0,8.004999285714286,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-11-25 14:45:00,NSE:SUZLON,67.0,67.5,62.41,62.98,293912687.0,71.28099935,55.177599900000004,67.07985189273198,64.55319107496159,2.5266608177703915,5.346930718586936,48.632492815883815,88.361326601925,54.200672098075,0.0,8.000714,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-12-02 14:45:00,NSE:SUZLON,63.11,68.8,62.28,67.39,344661108.0,71.9229994,55.7803999,67.12756698619854,64.7633390188147,2.3642279673838402,4.7503901683458585,53.18353748109483,87.22847638565207,56.61752241434791,0.0,8.132857,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-12-09 14:45:00,NSE:SUZLON,67.38,67.8,64.86,66.2,178280928.0,72.13849945,56.34039987999999,66.98486437283418,64.86976489190319,2.1150994809309935,4.2233320308625615,51.84862466076744,86.96299228433223,57.314006615667765,0.0,7.996428571428571,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-12-16 14:45:00,NSE:SUZLON,67.5,70.18,63.95,64.13,425313914.0,71.77749955,56.81099991999999,66.54565446905286,64.8149643738452,1.7306900952076631,3.7248036437313363,49.520179772986936,87.02834561712582,56.52665348287418,0.0,7.4971428571428556,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-12-23 14:45:00,NSE:SUZLON,65.16,65.38,63.0,63.25,95027221.0,71.1129995,57.177999879999994,66.03863070432105,64.69903497813642,1.3395957261846263,3.247762060221806,48.52255011882639,86.64564813413796,55.580350865862044,0.0,7.10642857142857,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2024-12-30 14:45:00,NSE:SUZLON,63.19,65.33,61.06,61.95,257988695.0,70.21299965,57.58099990000001,65.40961059568879,64.49539282172483,0.914217773963955,2.7810532029700887,47.015682012066016,85.67547112796056,54.75052817203944,0.0,7.090714285714284,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
2025-01-06 14:45:00,NSE:SUZLON,62.05,62.12,55.5,55.57,258170870.0,69.04949985,57.84139991999999,63.89582434963783,63.834222743412795,0.06160160622503241,2.237162883620941,40.386894560455104,85.2624631624856,52.83653653751441,0.0,6.894999999999999,0,0,0,0,,1,,0,72.5,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,,0,0,0,0,0,,
